road_id,from_zone,to_zone,from_lat,from_lon,to_lat,to_lon,distance_km,lanes,traffic_density,source_risk_score,road_status,water_depth_m,travel_time_min
R0751,Z05,Z04,13.120184,80.152847,12.86244,80.267736,8.0,2,medium,0.8,Open,0.05,24.0
R0752,Z05,Z04,13.149261,80.103419,12.964008,80.20961,8.0,4,high,0.1,Open,0.02,26.0
R0753,Z03,Z04,12.935986,80.285514,12.8565,80.140439,8.0,2,high,0.25,Open,0.01,29.0
R0754,Z05,Z03,12.968578,80.157711,13.03915,80.231203,8.0,2,medium,0.25,Open,0.03,23.0
R0755,Z04,Z03,12.94758,80.184054,12.97823,80.296513,8.0,5,medium,0.8,Open,0.01,20.0
R0756,Z01,Z02,13.105067,80.276132,13.082595,80.261612,3.62,3,high,0.5,Open,0.02,13.0
R0757,Z05,Z04,13.129312,80.155801,12.891836,80.196124,8.0,3,high,0.3,Open,0.03,30.0
R0758,Z04,Z04,12.975961,80.243145,12.976507,80.195901,5.97,5,high,0.45,Open,0.12,21.0
R0759,Z05,Z02,12.94063,80.113955,13.067617,80.271861,8.0,6,low,0.45,Open,0.01,19.0
R0760,Z02,Z05,13.044535,80.250072,13.091225,80.155214,8.0,4,high,0.65,Open,0.0,24.0
R0761,Z04,Z05,12.91143,80.158485,12.997029,80.180985,8.0,3,medium,0.1,Flooded,0.56,36.0
R0762,Z05,Z04,13.176593,80.10742,12.900778,80.288994,8.0,5,high,0.1,Flooded,0.26,45.0
R0763,Z01,Z04,13.129933,80.280226,12.842658,80.154615,8.0,3,medium,0.1,Open,0.09,20.0
R0764,Z01,Z05,13.138966,80.216937,12.982524,80.127711,8.0,3,medium,0.8,Open,0.11,23.0
R0765,Z05,Z05,13.023442,80.159728,13.109903,80.151201,8.0,4,high,0.65,Open,0.07,32.0
R0766,Z05,Z02,12.968578,80.157711,13.068598,80.292772,8.0,2,medium,0.6,Open,0.02,21.0
R0767,Z05,Z04,13.047683,80.153537,12.838996,80.122011,8.0,2,medium,0.1,Open,0.08,21.0
R0768,Z04,Z04,12.828512,80.133987,12.886495,80.169046,8.0,5,high,0.1,Open,0.09,25.0
R0769,Z05,Z04,13.146122,80.136593,12.887987,80.233219,8.0,2,medium,0.1,Open,0.11,20.0
R0770,Z05,Z04,13.091225,80.155214,12.911426,80.245373,8.0,2,medium,0.45,Open,0.06,19.0
R0771,Z04,Z01,12.816235,80.257122,13.153691,80.16884,8.0,4,medium,0.1,Open,0.07,19.0
R0772,Z05,Z02,13.11371,80.129011,13.057548,80.234556,8.0,5,low,0.65,Open,0.01,16.0
R0773,Z04,Z04,12.866107,80.143929,12.884835,80.121577,3.84,4,medium,0.45,Open,0.07,9.0
R0774,Z03,Z01,12.966488,80.267471,13.132978,80.287781,8.0,2,high,0.45,Open,0.12,27.0
R0775,Z04,Z04,12.860119,80.251774,12.925633,80.193856,8.0,2,medium,0.6,Open,0.03,18.0
R0776,Z03,Z01,13.024906,80.246376,13.181795,80.130798,8.0,3,medium,0.3,Open,0.0,23.0
R0777,Z04,Z01,12.859543,80.160612,13.197436,80.237455,8.0,2,high,0.65,Open,0.12,28.0
R0778,Z04,Z04,12.873404,80.139849,12.909653,80.186383,7.73,4,medium,0.1,Open,0.05,22.0
R0779,Z04,Z02,12.857455,80.136116,13.098467,80.234911,8.0,3,medium,0.45,Open,0.07,24.0
R0780,Z04,Z04,12.932201,80.171009,12.948346,80.231396,7.95,4,medium,0.25,Open,0.11,20.0
R0781,Z01,Z04,13.174765,80.208693,12.83582,80.152778,8.0,4,low,0.45,Open,0.1,18.0
R0782,Z01,Z04,13.158031,80.28661,12.87787,80.223929,8.0,5,medium,0.1,Open,0.06,21.0
R0783,Z04,Z01,12.851427,80.162817,13.186773,80.223555,8.0,5,high,0.65,Open,0.02,31.0
R0784,Z04,Z04,12.86244,80.267736,12.870341,80.234878,4.29,3,medium,0.8,Open,0.07,10.0
R0785,Z04,Z04,12.816235,80.257122,12.836117,80.164574,8.0,2,high,0.8,Open,0.0,31.0
R0786,Z04,Z04,12.956086,80.245675,12.885642,80.167902,8.0,2,high,0.3,Open,0.11,27.0
R0787,Z05,Z04,13.11371,80.129011,12.840434,80.180347,8.0,1,medium,0.45,Open,0.1,22.0
R0788,Z04,Z03,12.971275,80.177049,13.002041,80.281399,8.0,5,low,0.4,Open,0.08,18.0
R0789,Z03,Z01,13.032946,80.298525,13.118329,80.239739,8.0,3,medium,0.1,Open,0.03,21.0
R0790,Z05,Z01,13.169506,80.107817,13.195686,80.134903,4.99,3,high,0.8,Open,0.09,19.0
R0791,Z04,Z02,12.838717,80.113583,13.103558,80.2082,8.0,4,medium,0.1,Open,0.1,19.0
R0792,Z05,Z01,13.142261,80.127245,13.100773,80.262566,8.0,2,high,0.65,Open,0.08,28.0
R0793,Z04,Z03,12.984885,80.198132,12.935986,80.285514,8.0,4,low,0.65,Open,0.09,16.0
R0794,Z04,Z01,12.831948,80.241758,13.161164,80.21271,8.0,2,medium,0.25,Open,0.09,22.0
R0795,Z04,Z01,12.832497,80.256613,13.175725,80.196125,8.0,2,low,0.85,Open,0.02,15.0
R0796,Z04,Z02,12.869193,80.188647,13.097173,80.239414,8.0,1,medium,0.25,Open,0.11,19.0
R0797,Z04,Z03,12.893003,80.238972,13.038262,80.255106,8.0,2,low,0.1,Open,0.01,15.0
R0798,Z05,Z04,12.956083,80.12766,12.95539,80.180246,6.64,3,high,0.6,Open,0.11,21.0
R0799,Z01,Z04,13.178429,80.123177,12.943812,80.259902,8.0,2,medium,0.1,Open,0.06,21.0
R0800,Z04,Z04,12.892055,80.122731,12.918468,80.190253,8.0,4,high,0.45,Open,0.07,28.0
R0801,Z05,Z05,13.158059,80.111982,13.152326,80.110816,0.81,5,high,0.25,Open,0.04,2.0
R0802,Z01,Z04,13.184485,80.191928,12.987802,80.242276,8.0,6,medium,0.65,Open,0.12,19.0
R0803,Z04,Z05,12.822978,80.147682,13.118749,80.149829,8.0,2,medium,0.1,Open,0.04,23.0
R0804,Z04,Z01,12.828279,80.181377,13.112704,80.248973,8.0,4,low,0.45,Open,0.04,16.0
R0805,Z05,Z04,13.001131,80.131695,12.847954,80.110627,8.0,2,medium,0.45,Open,0.03,21.0
R0806,Z04,Z04,12.804217,80.222019,12.906455,80.268365,8.0,2,high,0.3,Open,0.03,25.0
R0807,Z04,Z05,12.934717,80.259504,13.106089,80.162482,8.0,2,medium,0.45,Open,0.11,21.0
R0808,Z01,Z04,13.192716,80.153085,12.800942,80.141466,8.0,3,low,0.6,Open,0.01,18.0
R0809,Z05,Z04,13.081975,80.182263,12.828279,80.181377,8.0,5,high,0.8,Open,0.03,26.0
R0810,Z04,Z01,12.939106,80.205161,13.163468,80.170432,8.0,3,medium,0.45,Open,0.01,21.0
R0811,Z04,Z05,12.812437,80.226885,13.027294,80.149223,8.0,3,high,0.3,Open,0.04,26.0
R0812,Z05,Z05,13.137664,80.101653,13.004738,80.164282,8.0,3,medium,0.65,Open,0.12,18.0
R0813,Z03,Z05,12.964571,80.275668,13.049983,80.218772,8.0,5,medium,0.25,Open,0.02,20.0
R0814,Z03,Z04,12.939717,80.288367,12.869385,80.115294,8.0,1,high,0.45,Open,0.11,28.0
R0815,Z04,Z01,12.804217,80.222019,13.188415,80.16828,8.0,4,medium,0.1,Open,0.07,23.0
R0816,Z01,Z01,13.193955,80.193922,13.18632,80.138826,7.04,3,low,0.45,Flooded,0.26,24.0
R0817,Z01,Z04,13.127236,80.250878,12.947432,80.221219,8.0,1,low,0.8,Open,0.06,17.0
R0818,Z04,Z04,12.901635,80.280697,12.804217,80.222019,8.0,2,high,0.45,Open,0.12,32.0
R0819,Z03,Z05,12.990661,80.299722,13.106089,80.162482,8.0,6,low,0.25,Open,0.1,15.0
R0820,Z04,Z05,12.845869,80.164399,13.067306,80.171061,8.0,5,medium,0.25,Open,0.01,19.0
R0821,Z05,Z01,13.119884,80.137942,13.138862,80.274587,8.0,2,medium,0.1,Open,0.06,22.0
R0822,Z01,Z04,13.197436,80.237455,12.913284,80.291148,8.0,4,high,0.45,Open,0.1,25.0
R0823,Z05,Z04,13.023442,80.159728,12.831183,80.13847,8.0,4,high,0.3,Flooded,0.48,55.0
R0824,Z04,Z04,12.822978,80.147682,12.884422,80.152359,8.0,6,medium,0.45,Open,0.04,19.0
R0825,Z04,Z04,12.911029,80.118892,12.817781,80.109314,8.0,3,low,0.45,Open,0.04,17.0
R0826,Z05,Z03,13.101572,80.122991,13.037015,80.284166,8.0,5,high,0.1,Open,0.09,24.0
R0827,Z05,Z05,13.008102,80.163526,13.10265,80.102363,8.0,5,medium,0.1,Open,0.03,19.0
R0828,Z01,Z05,13.197436,80.237455,13.158059,80.111982,8.0,4,medium,0.3,Open,0.03,20.0
R0829,Z05,Z04,13.047683,80.153537,12.939459,80.12713,8.0,3,high,0.25,Open,0.04,25.0
R0830,Z02,Z04,13.095916,80.223158,12.934717,80.259504,8.0,3,medium,0.25,Open,0.08,24.0
R0831,Z03,Z05,12.999181,80.277455,13.158059,80.111982,8.0,3,high,0.65,Open,0.08,25.0
R0832,Z02,Z01,13.044535,80.250072,13.161004,80.215234,8.0,4,high,0.45,Open,0.07,31.0
R0833,Z01,Z01,13.129196,80.193715,13.166625,80.209667,5.57,3,medium,0.1,Open,0.05,16.0
R0834,Z02,Z05,13.080749,80.244853,13.046079,80.149334,8.0,4,medium,0.45,Open,0.08,21.0
R0835,Z04,Z04,12.815252,80.187181,12.90624,80.241547,8.0,1,medium,0.65,Open,0.03,18.0
R0836,Z05,Z04,13.169506,80.107817,12.815571,80.158474,8.0,2,medium,0.65,Open,0.11,23.0
R0837,Z02,Z04,13.053037,80.256862,12.850924,80.133031,8.0,1,medium,0.3,Open,0.05,20.0
R0838,Z02,Z04,13.067484,80.294152,12.831183,80.13847,8.0,3,low,0.45,Open,0.12,18.0
R0839,Z04,Z05,12.80225,80.246583,13.182259,80.104242,8.0,2,medium,0.3,Open,0.05,23.0
R0840,Z04,Z05,12.890253,80.125048,13.131907,80.158506,8.0,6,high,0.65,Open,0.04,29.0
R0841,Z04,Z02,12.80087,80.220097,13.080144,80.20682,8.0,1,medium,0.65,Open,0.01,19.0
R0842,Z01,Z04,13.121636,80.23204,12.879417,80.282199,8.0,5,medium,0.8,Open,0.09,20.0
R0843,Z01,Z05,13.148936,80.255732,13.017884,80.180292,8.0,6,high,0.25,Open,0.01,31.0
R0844,Z04,Z01,12.854975,80.142989,13.184485,80.191928,8.0,3,medium,0.8,Open,0.04,19.0
R0845,Z01,Z05,13.158031,80.28661,13.081496,80.105161,8.0,4,medium,0.45,Open,0.09,23.0
R0846,Z04,Z01,12.950513,80.235487,13.155989,80.182345,8.0,2,high,0.45,Open,0.06,28.0
R0847,Z04,Z04,12.875182,80.149177,12.875933,80.268281,8.0,3,medium,0.25,Open,0.04,22.0
R0848,Z04,Z04,12.894591,80.133396,12.869936,80.153265,4.24,5,low,0.1,Open,0.05,9.0
R0849,Z04,Z05,12.867718,80.22025,13.149261,80.103419,8.0,4,low,0.45,Open,0.01,18.0
R0850,Z01,Z01,13.121918,80.212704,13.194131,80.133434,8.0,4,high,0.45,Open,0.01,29.0
R0851,Z04,Z04,12.801191,80.288122,12.893003,80.238972,8.0,2,high,0.25,Open,0.12,27.0
R0852,Z03,Z03,13.032,80.297816,13.03998,80.246692,6.55,4,low,0.45,Open,0.08,13.0
R0853,Z01,Z03,13.188013,80.109279,12.944866,80.29704,8.0,3,medium,0.6,Open,0.01,21.0
R0854,Z03,Z05,12.973798,80.263565,13.101488,80.166135,8.0,3,high,0.65,Open,0.11,29.0
R0855,Z01,Z04,13.103774,80.258784,12.936386,80.241983,8.0,5,high,0.25,Open,0.01,29.0
R0856,Z03,Z05,13.002041,80.281399,13.049983,80.218772,8.0,1,medium,0.45,Open,0.06,20.0
R0857,Z01,Z05,13.166828,80.188292,13.039335,80.202324,8.0,3,high,0.6,Blocked,1.03,
R0858,Z03,Z05,13.007842,80.263724,12.977825,80.148657,8.0,3,low,0.8,Open,0.1,18.0
R0859,Z01,Z04,13.171085,80.137781,12.86244,80.267736,8.0,5,medium,0.1,Open,0.09,22.0
R0860,Z04,Z05,12.968555,80.19417,12.956083,80.12766,8.0,3,medium,0.5,Open,0.09,23.0
R0861,Z02,Z04,13.043664,80.258363,12.890401,80.143826,8.0,5,medium,0.45,Open,0.05,21.0
R0862,Z03,Z03,12.973798,80.263565,13.026355,80.287258,7.88,1,medium,0.45,Open,0.11,20.0
R0863,Z01,Z01,13.112704,80.248973,13.098904,80.299763,6.69,3,low,0.25,Open,0.1,14.0
R0864,Z05,Z01,13.049995,80.128536,13.196432,80.163663,8.0,6,low,0.1,Open,0.01,18.0
R0865,Z04,Z02,12.947432,80.221219,13.095916,80.223158,8.0,3,low,0.45,Open,0.06,19.0
R0866,Z04,Z02,12.845198,80.228129,13.082595,80.261612,8.0,1,low,0.4,Open,0.04,16.0
R0867,Z01,Z04,13.197038,80.200628,12.879417,80.282199,8.0,2,high,0.65,Open,0.01,30.0
R0868,Z04,Z05,12.803783,80.148517,13.106466,80.155149,8.0,6,low,0.45,Open,0.03,17.0
R0869,Z04,Z03,12.915258,80.278309,12.995462,80.268444,8.0,3,low,0.65,Open,0.05,16.0
R0870,Z03,Z05,12.985379,80.270569,12.971415,80.159095,8.0,3,low,0.1,Open,0.0,15.0
R0871,Z04,Z03,12.923608,80.226417,13.009604,80.268339,8.0,2,high,0.45,Open,0.11,28.0
R0872,Z03,Z03,12.953116,80.278683,12.935516,80.290446,2.86,3,low,0.65,Open,0.04,5.0
R0873,Z04,Z01,12.932051,80.148993,13.100773,80.262566,8.0,4,medium,0.1,Open,0.12,20.0
R0874,Z04,Z01,12.906455,80.268365,13.175725,80.196125,8.0,3,medium,0.45,Open,0.09,24.0
R0875,Z04,Z05,12.975961,80.243145,13.087733,80.105714,8.0,4,low,0.6,Open,0.09,19.0
R0876,Z04,Z03,12.911426,80.245373,13.037015,80.284166,8.0,3,medium,0.1,Open,0.11,24.0
R0877,Z04,Z01,12.83582,80.152778,13.140114,80.294483,8.0,3,medium,0.45,Open,0.01,22.0
R0878,Z04,Z03,12.897717,80.146945,12.985624,80.296864,8.0,1,low,0.25,Open,0.03,19.0
R0879,Z03,Z03,13.03984,80.26039,13.03042,80.246426,2.19,5,low,0.45,Open,0.08,4.0
R0880,Z04,Z04,12.905437,80.180288,12.800782,80.185838,8.0,4,medium,0.25,Open,0.1,20.0
R0881,Z04,Z05,12.825091,80.189388,13.142261,80.127245,8.0,3,medium,0.45,Open,0.05,19.0
R0882,Z03,Z04,12.999181,80.277455,12.873679,80.223603,8.0,4,high,0.85,Open,0.04,29.0
R0883,Z04,Z04,12.870341,80.234878,12.909653,80.186383,8.0,2,low,0.45,Open,0.1,19.0
R0884,Z05,Z01,13.040689,80.177617,13.191099,80.2506,8.0,2,medium,0.1,Open,0.09,21.0
R0885,Z04,Z04,12.957708,80.155542,12.984553,80.200492,6.79,2,medium,0.1,Open,0.03,16.0
R0886,Z04,Z04,12.871119,80.154927,12.855413,80.115938,5.38,1,low,0.45,Open,0.02,11.0
R0887,Z01,Z04,13.196716,80.246568,12.913284,80.291148,8.0,1,low,0.65,Open,0.03,17.0
R0888,Z04,Z04,12.801833,80.250127,12.86244,80.267736,8.0,4,low,0.45,Open,0.01,16.0
R0889,Z05,Z01,12.990756,80.164036,13.152998,80.258685,8.0,2,medium,0.8,Open,0.03,23.0
R0890,Z01,Z02,13.158744,80.225029,13.095082,80.241801,8.0,3,high,0.45,Open,0.03,30.0
R0891,Z04,Z04,12.876382,80.267796,12.956086,80.245675,8.0,3,high,0.1,Open,0.07,27.0
R0892,Z01,Z03,13.105254,80.251276,12.939717,80.288367,8.0,4,medium,0.6,Open,0.01,18.0
R0893,Z04,Z01,12.999528,80.213555,13.103774,80.258784,8.0,5,high,0.45,Open,0.1,27.0
R0894,Z04,Z01,12.851092,80.2815,13.136882,80.163686,8.0,1,medium,0.8,Open,0.06,24.0
R0895,Z04,Z04,12.913429,80.231224,12.810332,80.237123,8.0,2,high,0.25,Open,0.09,28.0
R0896,Z04,Z04,12.879266,80.115344,12.938726,80.155003,8.0,4,low,0.3,Open,0.05,18.0
R0897,Z01,Z05,13.171261,80.192267,13.118581,80.15622,8.0,6,high,0.3,Open,0.0,26.0
R0898,Z04,Z05,12.800331,80.172707,13.053856,80.199701,8.0,5,medium,0.65,Open,0.02,24.0
R0899,Z05,Z03,12.982524,80.127711,12.973798,80.263565,8.0,3,medium,1.0,Open,0.11,24.0
R0900,Z05,Z04,13.167224,80.108893,12.829772,80.266893,8.0,3,low,0.1,Open,0.12,16.0
R0901,Z05,Z03,13.027294,80.149223,13.00679,80.285834,8.0,2,low,0.1,Open,0.03,19.0
R0902,Z02,Z02,13.046575,80.244205,13.088466,80.296021,8.0,4,medium,0.45,Open,0.04,23.0
R0903,Z04,Z04,12.95374,80.246025,12.838996,80.122011,8.0,3,medium,0.65,Open,0.09,19.0
R0904,Z04,Z02,12.852457,80.292709,13.080749,80.244853,8.0,3,high,0.25,Open,0.07,25.0
R0905,Z05,Z04,12.996022,80.162539,12.893498,80.161096,8.0,3,medium,0.65,Open,0.03,19.0
R0906,Z04,Z01,12.828066,80.192208,13.194883,80.239893,8.0,3,medium,0.65,Open,0.05,19.0
R0907,Z01,Z04,13.129933,80.280226,12.807663,80.111806,8.0,4,medium,0.45,Open,0.12,23.0
R0908,Z03,Z04,12.988869,80.247665,12.828279,80.181377,8.0,2,medium,0.8,Open,0.07,23.0
R0909,Z04,Z04,12.873369,80.104395,12.842879,80.206219,8.0,4,medium,0.1,Open,0.08,24.0
R0910,Z04,Z04,12.906044,80.187186,12.994957,80.201406,8.0,5,medium,0.8,Open,0.09,24.0
R0911,Z05,Z05,13.000316,80.142753,13.109903,80.151201,8.0,4,low,0.1,Open,0.06,17.0
R0912,Z04,Z03,12.875933,80.268281,12.990661,80.299722,8.0,4,high,0.1,Open,0.08,24.0
R0913,Z05,Z05,12.998466,80.126253,13.091225,80.155214,8.0,5,medium,0.65,Open,0.0,21.0
R0914,Z03,Z04,12.999059,80.280725,12.825091,80.189388,8.0,5,high,0.45,Open,0.1,31.0
R0915,Z05,Z01,13.10265,80.102363,13.138892,80.2674,8.0,3,high,0.45,Open,0.0,29.0
R0916,Z02,Z01,13.102968,80.20593,13.16312,80.183735,8.0,3,low,0.45,Open,0.07,15.0
R0917,Z04,Z01,12.898506,80.250275,13.101945,80.258583,8.0,3,high,0.3,Open,0.07,27.0
R0918,Z01,Z04,13.174765,80.208693,12.8565,80.140439,8.0,3,medium,0.65,Open,0.05,20.0
R0919,Z04,Z04,12.939106,80.205161,12.904797,80.254944,7.88,4,medium,0.45,Open,0.12,22.0
R0920,Z04,Z04,12.894547,80.239536,12.948615,80.224853,7.73,6,high,0.45,Open,0.07,28.0
R0921,Z05,Z01,13.057374,80.206391,13.175849,80.24361,8.0,3,low,0.3,Open,0.05,16.0
R0922,Z05,Z01,13.011333,80.20639,13.16312,80.183735,8.0,2,medium,0.8,Blocked,0.66,
R0923,Z02,Z04,13.080749,80.244853,12.836117,80.164574,8.0,3,high,0.45,Open,0.02,31.0
R0924,Z03,Z05,12.973798,80.263565,13.120184,80.152847,8.0,2,medium,0.25,Open,0.1,23.0
R0925,Z01,Z04,13.195001,80.229505,12.913429,80.231224,8.0,4,low,0.65,Open,0.04,16.0
R0926,Z03,Z04,12.973798,80.263565,12.880903,80.139741,8.0,5,medium,0.45,Open,0.04,23.0
R0927,Z04,Z01,12.906455,80.268365,13.186773,80.223555,8.0,3,medium,0.6,Open,0.02,24.0
R0928,Z01,Z04,13.195686,80.134903,12.975961,80.243145,8.0,3,high,0.65,Open,0.09,27.0
R0929,Z01,Z04,13.191947,80.197908,12.971146,80.213738,8.0,1,medium,0.65,Open,0.09,23.0
R0930,Z04,Z03,12.899405,80.273684,12.972795,80.264881,8.0,2,low,0.1,Open,0.01,17.0
R0931,Z04,Z05,12.873679,80.223603,13.102996,80.112178,8.0,5,low,0.1,Open,0.1,18.0
R0932,Z04,Z04,12.978496,80.241726,12.880903,80.139741,8.0,2,high,0.85,Open,0.0,27.0
R0933,Z04,Z04,12.953783,80.201916,12.812323,80.16859,8.0,4,medium,0.8,Open,0.05,23.0
R0934,Z04,Z01,12.813662,80.121273,13.187635,80.248699,8.0,4,high,0.45,Open,0.08,29.0
R0935,Z04,Z04,12.884835,80.121577,12.911426,80.245373,8.0,2,medium,0.45,Open,0.01,21.0
R0936,Z04,Z05,12.925633,80.193856,12.977825,80.148657,8.0,1,high,0.3,Open,0.05,25.0
R0937,Z01,Z04,13.142228,80.220438,12.867469,80.25476,8.0,3,high,0.45,Open,0.06,29.0
R0938,Z04,Z05,12.892055,80.122731,13.110512,80.108746,8.0,5,low,0.65,Open,0.1,16.0
R0939,Z03,Z02,12.967702,80.295155,13.103558,80.2082,8.0,6,high,0.1,Open,0.05,31.0
R0940,Z01,Z05,13.105067,80.276132,13.017884,80.180292,8.0,2,high,0.6,Open,0.06,25.0
R0941,Z05,Z05,13.049995,80.128536,12.997809,80.156798,8.0,3,high,0.45,Open,0.05,29.0
R0942,Z05,Z03,13.153794,80.125494,13.01833,80.254082,8.0,5,low,0.65,Open,0.07,17.0
R0943,Z04,Z04,12.850838,80.106233,12.801191,80.288122,8.0,4,medium,0.1,Open,0.07,21.0
R0944,Z05,Z02,13.062244,80.117455,13.041202,80.281153,8.0,5,medium,0.3,Open,0.1,19.0
R0945,Z05,Z01,13.051843,80.101492,13.190167,80.115243,8.0,2,medium,0.45,Open,0.09,22.0
R0946,Z05,Z04,12.976348,80.167709,12.915393,80.1335,8.0,2,high,0.8,Open,0.06,31.0
R0947,Z02,Z01,13.046575,80.244205,13.188021,80.110035,8.0,5,low,0.45,Open,0.08,17.0
R0948,Z05,Z01,13.15716,80.108805,13.106815,80.243752,8.0,5,medium,0.1,Open,0.08,22.0
R0949,Z02,Z02,13.067617,80.271861,13.087316,80.226797,6.31,6,medium,0.25,Open,0.07,14.0
R0950,Z05,Z04,13.110512,80.108746,12.857455,80.136116,8.0,2,medium,0.45,Open,0.11,23.0
R0951,Z05,Z03,12.977825,80.148657,13.009604,80.268339,8.0,3,high,0.1,Open,0.02,28.0
R0952,Z04,Z04,12.886495,80.169046,12.898506,80.250275,8.0,4,high,0.45,Open,0.04,30.0
R0953,Z04,Z04,12.873403,80.173509,12.907477,80.287235,8.0,4,low,0.1,Open,0.0,18.0
R0954,Z04,Z04,12.894547,80.239536,12.896466,80.275273,4.52,4,high,0.6,Open,0.08,17.0
R0955,Z01,Z02,13.191099,80.2506,13.067617,80.271861,8.0,5,high,0.6,Open,0.04,30.0
R0956,Z01,Z01,13.150922,80.282123,13.128612,80.230974,7.16,1,medium,0.1,Open,0.08,18.0
R0957,Z04,Z04,12.801191,80.288122,12.898188,80.15184,8.0,2,low,0.1,Open,0.08,16.0
R0958,Z05,Z01,12.99838,80.191239,13.186773,80.223555,8.0,2,medium,0.55,Open,0.03,21.0
R0959,Z05,Z01,13.035059,80.141985,13.184877,80.180381,8.0,3,low,0.3,Open,0.08,16.0
R0960,Z04,Z04,12.913284,80.291148,12.859067,80.231287,8.0,3,low,0.65,Blocked,0.62,
R0961,Z01,Z04,13.191947,80.197908,12.994957,80.201406,8.0,2,medium,0.1,Open,0.04,21.0
R0962,Z05,Z04,13.008078,80.132941,12.865384,80.159664,8.0,6,medium,0.4,Open,0.09,22.0
R0963,Z03,Z01,13.03998,80.246692,13.183409,80.257544,8.0,3,high,0.45,Open,0.02,31.0
R0964,Z04,Z04,12.877906,80.154973,12.890401,80.143826,2.23,3,medium,0.25,Open,0.08,5.0
R0965,Z01,Z01,13.132978,80.287781,13.181795,80.130798,8.0,3,medium,0.8,Open,0.08,21.0
R0966,Z04,Z04,12.815252,80.187181,12.915393,80.1335,8.0,1,low,0.6,Open,0.08,16.0
R0967,Z04,Z04,12.824737,80.131002,12.942028,80.277695,8.0,2,medium,0.65,Open,0.08,20.0
R0968,Z01,Z04,13.196716,80.246568,12.904797,80.254944,8.0,3,high,0.3,Open,0.09,31.0
R0969,Z04,Z05,12.866107,80.143929,12.957,80.144806,8.0,4,high,0.45,Open,0.08,24.0
R0970,Z04,Z01,12.859067,80.231287,13.15515,80.176578,8.0,5,medium,0.1,Open,0.05,22.0
R0971,Z04,Z04,12.942028,80.277695,12.879266,80.115344,8.0,3,medium,0.4,Open,0.09,21.0
R0972,Z01,Z04,13.152998,80.258685,12.923608,80.226417,8.0,2,medium,0.25,Open,0.05,22.0
R0973,Z05,Z05,13.075732,80.122892,13.134323,80.107228,8.0,5,medium,0.3,Open,0.1,24.0
R0974,Z01,Z04,13.142228,80.220438,12.99687,80.202554,8.0,3,low,0.1,Open,0.11,15.0
R0975,Z01,Z01,13.121636,80.23204,13.152998,80.258685,5.5,2,high,0.45,Open,0.07,18.0
R0976,Z01,Z04,13.188013,80.109279,12.953783,80.201916,8.0,6,medium,0.25,Open,0.1,20.0
R0977,Z05,Z04,13.101488,80.166135,12.91143,80.158485,8.0,3,low,0.45,Open,0.09,19.0
R0978,Z04,Z01,12.896466,80.275273,13.140466,80.261612,8.0,1,medium,0.1,Open,0.01,21.0
R0979,Z03,Z05,12.996277,80.262176,12.950767,80.119943,8.0,3,high,0.65,Open,0.02,30.0
R0980,Z02,Z05,13.050483,80.266499,13.046776,80.136086,8.0,5,high,0.3,Open,0.11,30.0
R0981,Z04,Z04,12.873824,80.12014,12.924645,80.211452,8.0,4,low,0.45,Open,0.09,18.0
R0982,Z02,Z04,13.081824,80.21119,12.956672,80.252997,8.0,5,low,0.45,Open,0.01,18.0
R0983,Z05,Z04,13.176593,80.10742,12.884835,80.121577,8.0,4,low,0.3,Open,0.02,18.0
R0984,Z05,Z04,13.019148,80.172093,12.902664,80.291512,8.0,5,high,0.25,Open,0.02,26.0
R0985,Z04,Z05,12.800331,80.172707,13.044436,80.130103,8.0,4,medium,0.5,Open,0.01,22.0
R0986,Z01,Z01,13.16345,80.183127,13.14766,80.239653,7.47,2,high,0.45,Open,0.03,25.0
R0987,Z02,Z01,13.087712,80.208296,13.191099,80.2506,8.0,4,high,0.45,Open,0.0,27.0
R0988,Z01,Z04,13.177849,80.114908,12.882682,80.172913,8.0,3,high,0.45,Open,0.07,29.0
R0989,Z01,Z04,13.128761,80.276771,12.853482,80.29045,8.0,4,high,0.45,Blocked,1.07,
R0990,Z02,Z04,13.043664,80.258363,12.819596,80.151577,8.0,3,high,0.45,Open,0.02,30.0
R0991,Z04,Z03,12.813072,80.283457,13.023985,80.224448,8.0,2,high,0.25,Open,0.12,30.0
R0992,Z01,Z05,13.148936,80.255732,13.035809,80.170197,8.0,3,medium,0.85,Open,0.08,21.0
R0993,Z04,Z01,12.874726,80.246613,13.129196,80.193715,8.0,2,low,0.1,Open,0.01,17.0
R0994,Z01,Z04,13.172928,80.157062,12.850446,80.128621,8.0,1,low,0.1,Open,0.06,16.0
R0995,Z03,Z04,13.03324,80.223743,12.825091,80.189388,8.0,4,medium,0.45,Open,0.09,18.0
R0996,Z04,Z04,12.954767,80.197839,12.812906,80.225267,8.0,4,low,0.1,Open,0.1,19.0
R0997,Z03,Z01,13.002041,80.281399,13.158744,80.225029,8.0,5,low,0.1,Open,0.01,19.0
R0998,Z02,Z05,13.057548,80.234556,13.176593,80.10742,8.0,3,medium,0.45,Open,0.02,18.0
R0999,Z04,Z01,12.953783,80.201916,13.173527,80.257474,8.0,5,medium,0.6,Open,0.1,22.0
R1000,Z02,Z05,13.072331,80.216361,13.149261,80.103419,8.0,3,high,0.45,Open,0.04,31.0
R1001,Z04,Z03,12.869193,80.188647,13.00679,80.285834,8.0,3,medium,0.45,Open,0.03,22.0
