event_id,cell_id,zone_id,zone_name,rainfall_mm_day,flood_index,response_stage,hour,minute
E15111,Z04-033,Z04,Velachery,1.8,0.321,Emergency,16,44
E15112,Z02-045,Z02,Central Chennai,14.9,1.441,Evacuation,11,51
E15113,Z02-069,Z02,Central Chennai,10.0,0.824,Evacuation,17,42
E15114,Z01-008,Z01,North Chennai,9.8,1.489,Warning,3,49
E15115,Z03-029,Z03,Adyar,13.2,2.122,Normal,22,56
E15116,Z01-015,Z01,North Chennai,14.8,2.191,Warning,12,36
E15117,Z03-039,Z03,Adyar,10.6,1.229,Evacuation,16,17
E15118,Z02-002,Z02,Central Chennai,2.2,0.265,Normal,23,5
E15119,Z03-004,Z03,Adyar,2.2,0.388,Normal,18,32
E15120,Z05-043,Z05,South-West Chennai,8.7,1.066,Emergency,1,35
E15121,Z03-052,Z03,Adyar,11.7,1.372,Emergency,3,32
E15122,Z03-064,Z03,Adyar,3.3,0.3,Warning,16,49
E15123,Z01-081,Z01,North Chennai,13.5,1.744,Emergency,15,32
E15124,Z05-055,Z05,South-West Chennai,20.4,1.968,Normal,16,37
E15125,Z04-019,Z04,Velachery,11.0,1.361,Normal,11,17
E15126,Z03-052,Z03,Adyar,10.8,1.284,Evacuation,14,41
E15127,Z05-009,Z05,South-West Chennai,2.6,0.227,Evacuation,16,26
E15128,Z04-044,Z04,Velachery,8.7,1.365,Evacuation,3,51
E15129,Z03-055,Z03,Adyar,9.0,1.114,Evacuation,15,43
E15130,Z03-060,Z03,Adyar,9.3,0.887,Normal,3,7
E15131,Z04-084,Z04,Velachery,2.6,0.319,Normal,18,39
E15132,Z04-009,Z04,Velachery,11.0,1.307,Emergency,4,40
E15133,Z01-053,Z01,North Chennai,12.3,1.659,Evacuation,23,28
E15134,Z04-097,Z04,Velachery,11.4,1.552,Warning,7,37
E15135,Z04-024,Z04,Velachery,11.8,1.516,Emergency,9,54
E15136,Z04-002,Z04,Velachery,2.9,0.333,Warning,4,20
E15137,Z03-070,Z03,Adyar,18.3,1.509,Warning,21,24
E15138,Z02-024,Z02,Central Chennai,8.7,1.188,Warning,22,1
E15139,Z03-051,Z03,Adyar,7.3,0.979,Emergency,17,34
E15140,Z03-031,Z03,Adyar,16.0,1.966,Evacuation,7,13
E15141,Z05-100,Z05,South-West Chennai,2.2,0.219,Warning,2,31
E15142,Z01-039,Z01,North Chennai,2.2,0.256,Evacuation,8,46
E15143,Z02-091,Z02,Central Chennai,2.6,0.241,Normal,9,35
E15144,Z04-019,Z04,Velachery,11.3,1.637,Warning,12,1
E15145,Z03-014,Z03,Adyar,8.1,0.991,Evacuation,6,28
E15146,Z04-086,Z04,Velachery,17.0,2.241,Evacuation,11,52
E15147,Z04-067,Z04,Velachery,9.8,1.538,Warning,1,36
E15148,Z05-039,Z05,South-West Chennai,10.5,0.763,Normal,3,50
E15149,Z03-057,Z03,Adyar,10.1,1.48,Evacuation,12,12
E15150,Z01-026,Z01,North Chennai,10.1,1.08,Normal,15,3
E15151,Z01-052,Z01,North Chennai,8.9,0.775,Warning,1,25
E15152,Z02-003,Z02,Central Chennai,3.5,0.369,Evacuation,16,48
E15153,Z04-097,Z04,Velachery,8.5,1.551,Evacuation,16,51
E15154,Z02-083,Z02,Central Chennai,18.5,2.38,Normal,18,58
E15155,Z02-094,Z02,Central Chennai,11.1,1.266,Warning,23,51
E15156,Z05-083,Z05,South-West Chennai,19.3,1.781,Emergency,10,35
E15157,Z05-072,Z05,South-West Chennai,7.9,0.862,Normal,10,14
E15158,Z03-019,Z03,Adyar,8.5,1.159,Evacuation,19,54
E15159,Z05-037,Z05,South-West Chennai,10.0,1.039,Emergency,21,23
E15160,Z05-051,Z05,South-West Chennai,13.0,1.683,Warning,6,40
E15161,Z04-081,Z04,Velachery,8.9,1.136,Normal,0,38
E15162,Z02-074,Z02,Central Chennai,7.4,0.694,Warning,5,2
E15163,Z05-030,Z05,South-West Chennai,14.1,2.037,Warning,1,29
E15164,Z03-091,Z03,Adyar,16.7,1.487,Warning,16,11
E15165,Z05-046,Z05,South-West Chennai,8.1,1.039,Normal,5,27
E15166,Z04-094,Z04,Velachery,2.6,0.346,Evacuation,0,27
E15167,Z01-012,Z01,North Chennai,2.7,0.395,Warning,2,33
E15168,Z04-045,Z04,Velachery,13.3,2.014,Evacuation,0,14
E15169,Z05-049,Z05,South-West Chennai,2.6,0.319,Evacuation,17,30
E15170,Z04-083,Z04,Velachery,14.3,1.825,Evacuation,16,30
E15171,Z05-092,Z05,South-West Chennai,9.4,0.986,Warning,5,55
E15172,Z04-012,Z04,Velachery,3.3,0.338,Evacuation,4,50
E15173,Z05-066,Z05,South-West Chennai,6.5,0.939,Evacuation,9,49
E15174,Z04-043,Z04,Velachery,2.7,0.288,Warning,21,44
E15175,Z05-006,Z05,South-West Chennai,2.1,0.247,Evacuation,9,23
E15176,Z05-092,Z05,South-West Chennai,8.8,1.003,Warning,22,36
E15177,Z02-070,Z02,Central Chennai,10.3,0.79,Evacuation,14,12
E15178,Z02-046,Z02,Central Chennai,14.0,1.582,Normal,6,28
E15179,Z03-010,Z03,Adyar,20.0,1.826,Evacuation,9,55
E15180,Z02-029,Z02,Central Chennai,2.7,0.346,Warning,15,8
E15181,Z04-071,Z04,Velachery,11.9,1.285,Evacuation,17,32
E15182,Z05-016,Z05,South-West Chennai,9.9,0.842,Evacuation,6,31
E15183,Z04-018,Z04,Velachery,3.3,0.332,Warning,0,3
E15184,Z02-078,Z02,Central Chennai,15.0,2.007,Evacuation,12,3
E15185,Z04-075,Z04,Velachery,3.3,0.334,Warning,11,45
E15186,Z01-069,Z01,North Chennai,3.4,0.367,Warning,4,40
E15187,Z02-051,Z02,Central Chennai,2.7,0.368,Emergency,1,22
E15188,Z03-032,Z03,Adyar,10.0,1.095,Normal,15,42
E15189,Z01-035,Z01,North Chennai,12.0,1.015,Normal,18,19
E15190,Z02-001,Z02,Central Chennai,9.2,0.914,Warning,6,57
E15191,Z05-018,Z05,South-West Chennai,2.1,0.191,Evacuation,2,21
E15192,Z03-056,Z03,Adyar,22.6,2.717,Evacuation,3,19
E15193,Z04-007,Z04,Velachery,15.3,2.673,Evacuation,0,51
E15194,Z01-013,Z01,North Chennai,13.3,1.518,Warning,0,3
E15195,Z02-071,Z02,Central Chennai,18.2,1.461,Emergency,5,2
E15196,Z02-099,Z02,Central Chennai,17.6,1.491,Warning,15,39
E15197,Z03-007,Z03,Adyar,2.5,0.247,Evacuation,23,2
E15198,Z01-007,Z01,North Chennai,3.6,0.331,Emergency,22,35
E15199,Z01-040,Z01,North Chennai,14.2,1.651,Warning,9,29
E15200,Z04-050,Z04,Velachery,8.7,1.013,Warning,8,22
E15201,Z03-081,Z03,Adyar,16.8,2.186,Emergency,13,37
E15202,Z02-028,Z02,Central Chennai,14.0,1.472,Normal,21,3
E15203,Z05-074,Z05,South-West Chennai,3.1,0.316,Warning,19,32
E15204,Z03-014,Z03,Adyar,6.3,0.994,Emergency,9,55
E15205,Z05-040,Z05,South-West Chennai,3.1,0.293,Warning,23,51
E15206,Z03-079,Z03,Adyar,9.9,1.029,Warning,14,55
E15207,Z02-079,Z02,Central Chennai,9.2,1.277,Evacuation,7,0
E15208,Z03-003,Z03,Adyar,3.1,0.419,Emergency,15,23
E15209,Z03-065,Z03,Adyar,15.0,1.841,Evacuation,10,1
E15210,Z01-055,Z01,North Chennai,12.4,1.296,Evacuation,14,28
E15211,Z04-036,Z04,Velachery,9.4,1.328,Evacuation,12,59
E15212,Z04-078,Z04,Velachery,10.1,1.349,Normal,22,44
E15213,Z05-057,Z05,South-West Chennai,7.6,0.92,Emergency,14,44
E15214,Z04-079,Z04,Velachery,9.5,0.945,Emergency,15,18
E15215,Z02-052,Z02,Central Chennai,6.9,0.906,Normal,14,35
E15216,Z01-022,Z01,North Chennai,8.9,1.111,Warning,19,17
E15217,Z04-090,Z04,Velachery,2.8,0.347,Warning,7,57
E15218,Z02-098,Z02,Central Chennai,16.7,1.771,Normal,20,17
E15219,Z01-003,Z01,North Chennai,6.8,0.918,Evacuation,3,5
E15220,Z05-069,Z05,South-West Chennai,11.6,1.218,Normal,4,0
E15221,Z01-080,Z01,North Chennai,10.1,1.183,Normal,5,35
E15222,Z02-093,Z02,Central Chennai,2.4,0.213,Emergency,17,58
E15223,Z04-086,Z04,Velachery,18.3,2.175,Evacuation,8,59
E15224,Z04-011,Z04,Velachery,9.0,1.221,Evacuation,13,2
E15225,Z02-015,Z02,Central Chennai,3.7,0.322,Emergency,18,31
E15226,Z04-097,Z04,Velachery,11.0,1.468,Warning,6,28
E15227,Z02-068,Z02,Central Chennai,9.3,1.142,Normal,22,46
E15228,Z03-095,Z03,Adyar,7.8,1.012,Evacuation,14,9
E15229,Z01-097,Z01,North Chennai,9.5,1.311,Normal,2,3
E15230,Z02-100,Z02,Central Chennai,9.5,0.84,Warning,3,8
E15231,Z01-063,Z01,North Chennai,1.9,0.283,Warning,21,23
E15232,Z03-066,Z03,Adyar,2.6,0.312,Emergency,4,51
E15233,Z05-043,Z05,South-West Chennai,10.9,1.041,Evacuation,15,40
E15234,Z01-074,Z01,North Chennai,12.2,1.078,Evacuation,4,21
E15235,Z01-066,Z01,North Chennai,16.8,2.036,Evacuation,10,1
E15236,Z05-080,Z05,South-West Chennai,8.2,0.889,Evacuation,14,50
E15237,Z02-015,Z02,Central Chennai,3.8,0.276,Warning,14,42
E15238,Z03-053,Z03,Adyar,9.9,1.207,Warning,7,57
E15239,Z01-043,Z01,North Chennai,10.1,1.312,Evacuation,0,23
E15240,Z02-057,Z02,Central Chennai,7.8,1.124,Normal,16,9
E15241,Z03-073,Z03,Adyar,14.6,1.376,Normal,12,19
E15242,Z04-095,Z04,Velachery,13.5,2.305,Warning,1,27
E15243,Z01-028,Z01,North Chennai,2.6,0.29,Evacuation,6,1
E15244,Z05-007,Z05,South-West Chennai,2.3,0.256,Warning,7,45
E15245,Z05-070,Z05,South-West Chennai,17.2,1.647,Warning,23,27
E15246,Z01-009,Z01,North Chennai,2.1,0.343,Normal,11,10
E15247,Z05-013,Z05,South-West Chennai,8.5,0.671,Normal,19,8
E15248,Z05-001,Z05,South-West Chennai,7.6,0.72,Evacuation,14,55
E15249,Z02-068,Z02,Central Chennai,12.7,1.116,Evacuation,19,32
E15250,Z01-036,Z01,North Chennai,11.7,1.345,Warning,10,16
E15251,Z04-049,Z04,Velachery,19.8,2.67,Normal,6,50
E15252,Z04-089,Z04,Velachery,10.3,1.574,Warning,18,4
E15253,Z01-040,Z01,North Chennai,13.9,1.841,Evacuation,19,38
E15254,Z05-039,Z05,South-West Chennai,10.3,0.83,Warning,22,31
E15255,Z03-033,Z03,Adyar,10.1,1.08,Emergency,19,4
E15256,Z05-001,Z05,South-West Chennai,10.5,0.807,Warning,19,2
E15257,Z02-074,Z02,Central Chennai,9.3,0.795,Evacuation,5,16
E15258,Z02-021,Z02,Central Chennai,2.3,0.276,Emergency,7,35
E15259,Z03-011,Z03,Adyar,12.3,1.383,Normal,17,47
E15260,Z03-022,Z03,Adyar,2.9,0.344,Evacuation,8,35
E15261,Z01-026,Z01,North Chennai,10.5,1.148,Normal,14,45
E15262,Z05-070,Z05,South-West Chennai,20.7,1.541,Warning,16,21
E15263,Z03-088,Z03,Adyar,8.4,1.254,Normal,14,49
E15264,Z05-044,Z05,South-West Chennai,16.9,1.951,Normal,9,29
E15265,Z05-063,Z05,South-West Chennai,19.3,1.579,Evacuation,17,22
E15266,Z02-059,Z02,Central Chennai,8.4,0.908,Normal,15,55
E15267,Z04-059,Z04,Velachery,12.2,1.814,Emergency,3,31
E15268,Z04-039,Z04,Velachery,17.6,2.482,Evacuation,13,25
E15269,Z02-088,Z02,Central Chennai,22.7,2.572,Evacuation,2,30
E15270,Z03-085,Z03,Adyar,2.0,0.281,Evacuation,21,1
E15271,Z01-027,Z01,North Chennai,9.7,0.958,Normal,18,30
E15272,Z05-041,Z05,South-West Chennai,10.1,1.038,Warning,19,12
E15273,Z03-081,Z03,Adyar,16.0,2.133,Evacuation,21,54
E15274,Z05-092,Z05,South-West Chennai,8.5,1.199,Emergency,9,17
E15275,Z05-052,Z05,South-West Chennai,18.5,1.62,Warning,5,32
E15276,Z04-022,Z04,Velachery,2.4,0.312,Normal,14,15
E15277,Z03-029,Z03,Adyar,18.1,1.766,Normal,19,12
E15278,Z03-095,Z03,Adyar,9.9,1.011,Warning,11,55
E15279,Z05-080,Z05,South-West Chennai,8.0,0.738,Evacuation,20,40
E15280,Z02-087,Z02,Central Chennai,8.8,0.981,Normal,19,9
E15281,Z04-013,Z04,Velachery,10.9,0.976,Warning,21,40
E15282,Z04-015,Z04,Velachery,2.9,0.453,Emergency,2,37
E15283,Z01-015,Z01,North Chennai,17.6,1.739,Warning,7,47
E15284,Z03-055,Z03,Adyar,9.4,1.093,Warning,5,27
E15285,Z05-089,Z05,South-West Chennai,2.9,0.323,Warning,18,31
E15286,Z03-021,Z03,Adyar,8.7,1.075,Normal,11,48
E15287,Z04-032,Z04,Velachery,7.3,0.764,Emergency,15,13
E15288,Z03-037,Z03,Adyar,9.4,1.057,Normal,15,12
E15289,Z03-072,Z03,Adyar,3.2,0.434,Normal,1,47
E15290,Z04-100,Z04,Velachery,10.1,1.14,Normal,19,26
E15291,Z04-095,Z04,Velachery,21.4,1.833,Emergency,20,42
E15292,Z04-075,Z04,Velachery,3.4,0.318,Evacuation,3,44
E15293,Z01-087,Z01,North Chennai,2.7,0.304,Emergency,9,56
E15294,Z02-061,Z02,Central Chennai,10.1,1.228,Evacuation,22,37
E15295,Z02-079,Z02,Central Chennai,11.4,1.385,Evacuation,21,55
E15296,Z04-097,Z04,Velachery,7.9,1.298,Normal,1,5
E15297,Z05-076,Z05,South-West Chennai,2.4,0.228,Evacuation,2,37
E15298,Z05-064,Z05,South-West Chennai,2.3,0.261,Normal,5,41
E15299,Z03-073,Z03,Adyar,14.8,1.539,Normal,3,50
E15300,Z04-067,Z04,Velachery,12.8,1.387,Emergency,16,3
E15301,Z02-069,Z02,Central Chennai,7.1,0.69,Normal,12,50
E15302,Z01-089,Z01,North Chennai,7.5,0.888,Warning,1,36
E15303,Z02-062,Z02,Central Chennai,12.1,1.263,Evacuation,20,9
E15304,Z05-035,Z05,South-West Chennai,1.7,0.182,Normal,13,21
E15305,Z03-019,Z03,Adyar,9.3,0.973,Evacuation,8,31
E15306,Z03-036,Z03,Adyar,14.5,1.694,Warning,3,31
E15307,Z05-040,Z05,South-West Chennai,2.8,0.341,Normal,19,27
E15308,Z04-016,Z04,Velachery,3.1,0.37,Warning,8,58
E15309,Z01-049,Z01,North Chennai,11.9,1.688,Evacuation,13,17
E15310,Z05-008,Z05,South-West Chennai,18.4,1.472,Normal,17,59
E15311,Z03-003,Z03,Adyar,3.0,0.331,Normal,6,14
E15312,Z04-022,Z04,Velachery,1.9,0.389,Normal,6,14
E15313,Z02-056,Z02,Central Chennai,20.2,1.786,Warning,10,18
E15314,Z04-019,Z04,Velachery,10.2,1.366,Evacuation,7,48
E15315,Z02-047,Z02,Central Chennai,6.5,1.063,Warning,13,6
E15316,Z01-084,Z01,North Chennai,9.1,1.224,Emergency,14,56
E15317,Z02-008,Z02,Central Chennai,11.1,1.083,Evacuation,0,38
E15318,Z05-055,Z05,South-West Chennai,21.6,1.596,Emergency,23,7
E15319,Z05-015,Z05,South-West Chennai,18.6,1.633,Normal,7,40
E15320,Z01-020,Z01,North Chennai,9.7,0.816,Warning,22,31
E15321,Z01-079,Z01,North Chennai,12.2,1.471,Evacuation,11,7
E15322,Z04-058,Z04,Velachery,16.2,2.039,Warning,6,46
E15323,Z05-044,Z05,South-West Chennai,22.9,2.18,Evacuation,18,42
E15324,Z05-078,Z05,South-West Chennai,10.2,1.068,Evacuation,1,5
E15325,Z04-041,Z04,Velachery,11.6,1.097,Emergency,12,34
E15326,Z04-094,Z04,Velachery,2.8,0.35,Normal,16,52
E15327,Z05-001,Z05,South-West Chennai,7.6,0.928,Evacuation,18,45
E15328,Z04-013,Z04,Velachery,10.6,1.066,Normal,19,49
E15329,Z01-023,Z01,North Chennai,6.5,1.254,Normal,13,5
E15330,Z03-079,Z03,Adyar,8.0,1.155,Evacuation,9,25
E15331,Z05-021,Z05,South-West Chennai,15.8,1.787,Normal,23,35
E15332,Z05-036,Z05,South-West Chennai,3.3,0.298,Evacuation,21,7
E15333,Z05-092,Z05,South-West Chennai,7.6,0.978,Normal,18,45
E15334,Z03-079,Z03,Adyar,10.9,1.115,Warning,23,22
E15335,Z05-024,Z05,South-West Chennai,10.1,1.106,Evacuation,7,22
E15336,Z03-039,Z03,Adyar,9.4,1.005,Warning,18,11
E15337,Z02-027,Z02,Central Chennai,6.6,0.993,Normal,20,42
E15338,Z02-090,Z02,Central Chennai,10.7,0.954,Emergency,17,59
E15339,Z04-086,Z04,Velachery,13.9,1.806,Normal,4,31
E15340,Z01-096,Z01,North Chennai,8.7,1.1,Warning,19,37
E15341,Z04-077,Z04,Velachery,11.0,1.368,Evacuation,15,33
E15342,Z01-016,Z01,North Chennai,2.7,0.276,Evacuation,20,47
E15343,Z05-027,Z05,South-West Chennai,8.4,0.657,Evacuation,0,50
E15344,Z02-067,Z02,Central Chennai,8.8,1.0,Warning,10,1
E15345,Z04-094,Z04,Velachery,3.7,0.389,Evacuation,22,17
E15346,Z01-043,Z01,North Chennai,10.4,1.341,Evacuation,18,0
E15347,Z04-030,Z04,Velachery,7.1,1.148,Warning,21,49
E15348,Z04-004,Z04,Velachery,3.2,0.441,Evacuation,15,17
E15349,Z02-019,Z02,Central Chennai,11.9,1.174,Warning,13,52
E15350,Z05-023,Z05,South-West Chennai,12.6,0.878,Warning,13,8
E15351,Z05-091,Z05,South-West Chennai,8.3,0.673,Warning,18,44
E15352,Z01-100,Z01,North Chennai,9.9,1.516,Evacuation,21,30
E15353,Z03-018,Z03,Adyar,2.9,0.353,Warning,7,38
E15354,Z03-086,Z03,Adyar,8.8,1.308,Normal,9,4
E15355,Z03-047,Z03,Adyar,2.8,0.3,Warning,2,40
E15356,Z05-076,Z05,South-West Chennai,3.5,0.235,Evacuation,4,57
E15357,Z02-033,Z02,Central Chennai,2.0,0.293,Evacuation,11,41
E15358,Z01-079,Z01,North Chennai,9.4,1.433,Warning,0,25
E15359,Z03-088,Z03,Adyar,9.4,1.383,Evacuation,22,40
E15360,Z01-042,Z01,North Chennai,10.7,1.322,Evacuation,0,9
E15361,Z05-086,Z05,South-West Chennai,2.2,0.179,Evacuation,12,19
E15362,Z02-015,Z02,Central Chennai,3.7,0.289,Warning,16,58
E15363,Z03-091,Z03,Adyar,14.5,1.496,Evacuation,4,28
E15364,Z05-059,Z05,South-West Chennai,2.8,0.313,Evacuation,17,18
E15365,Z01-062,Z01,North Chennai,7.4,0.963,Warning,21,45
E15366,Z05-060,Z05,South-West Chennai,11.8,0.958,Evacuation,14,16
E15367,Z01-091,Z01,North Chennai,2.1,0.327,Normal,7,33
E15368,Z03-016,Z03,Adyar,15.1,1.514,Evacuation,22,1
E15369,Z05-071,Z05,South-West Chennai,9.1,1.157,Normal,19,47
E15370,Z02-020,Z02,Central Chennai,2.2,0.281,Evacuation,18,47
E15371,Z04-012,Z04,Velachery,2.8,0.389,Emergency,13,50
E15372,Z02-022,Z02,Central Chennai,7.1,0.983,Evacuation,21,28
E15373,Z02-026,Z02,Central Chennai,4.0,0.379,Warning,1,57
E15374,Z02-084,Z02,Central Chennai,3.0,0.25,Warning,13,4
E15375,Z04-032,Z04,Velachery,7.9,0.84,Normal,23,28
E15376,Z05-085,Z05,South-West Chennai,2.4,0.268,Warning,1,39
E15377,Z03-096,Z03,Adyar,3.4,0.277,Evacuation,18,56
E15378,Z04-095,Z04,Velachery,20.5,2.446,Emergency,9,2
E15379,Z05-049,Z05,South-West Chennai,3.5,0.263,Evacuation,1,8
E15380,Z05-090,Z05,South-West Chennai,7.4,0.716,Evacuation,1,10
E15381,Z05-031,Z05,South-West Chennai,10.7,0.782,Normal,13,47
E15382,Z03-039,Z03,Adyar,9.6,1.109,Warning,4,0
E15383,Z05-029,Z05,South-West Chennai,18.9,1.809,Warning,13,22
E15384,Z01-009,Z01,North Chennai,2.1,0.297,Normal,13,32
E15385,Z03-003,Z03,Adyar,2.5,0.39,Evacuation,21,17
E15386,Z01-064,Z01,North Chennai,19.2,1.697,Evacuation,12,31
E15387,Z02-048,Z02,Central Chennai,3.4,0.293,Evacuation,4,17
E15388,Z03-096,Z03,Adyar,3.1,0.335,Evacuation,13,28
E15389,Z03-061,Z03,Adyar,9.9,1.157,Normal,20,13
E15390,Z03-005,Z03,Adyar,2.6,0.339,Emergency,2,54
E15391,Z01-099,Z01,North Chennai,7.0,1.137,Evacuation,2,49
E15392,Z01-089,Z01,North Chennai,7.3,0.774,Evacuation,6,55
E15393,Z01-076,Z01,North Chennai,2.7,0.37,Warning,14,41
E15394,Z05-021,Z05,South-West Chennai,20.9,1.934,Evacuation,11,12
E15395,Z04-047,Z04,Velachery,2.6,0.336,Evacuation,1,23
E15396,Z05-007,Z05,South-West Chennai,3.2,0.226,Normal,19,12
E15397,Z01-071,Z01,North Chennai,3.1,0.309,Normal,11,30
E15398,Z02-053,Z02,Central Chennai,6.8,0.951,Emergency,21,6
E15399,Z03-073,Z03,Adyar,12.6,1.314,Evacuation,3,52
E15400,Z03-012,Z03,Adyar,3.1,0.297,Emergency,0,37
E15401,Z01-082,Z01,North Chennai,14.1,2.659,Normal,12,20
E15402,Z02-046,Z02,Central Chennai,18.0,1.779,Normal,8,52
E15403,Z03-068,Z03,Adyar,2.0,0.27,Evacuation,11,29
E15404,Z02-065,Z02,Central Chennai,11.7,1.447,Emergency,5,32
E15405,Z05-074,Z05,South-West Chennai,2.7,0.343,Evacuation,14,38
E15406,Z03-023,Z03,Adyar,8.9,1.177,Emergency,19,54
E15407,Z04-006,Z04,Velachery,2.7,0.325,Normal,6,18
E15408,Z05-026,Z05,South-West Chennai,9.2,1.201,Evacuation,21,39
E15409,Z04-042,Z04,Velachery,9.9,0.901,Emergency,5,10
E15410,Z03-041,Z03,Adyar,17.7,1.857,Evacuation,17,51
E15411,Z04-065,Z04,Velachery,15.6,2.0,Normal,7,20
E15412,Z04-054,Z04,Velachery,10.5,1.521,Warning,5,7
E15413,Z05-091,Z05,South-West Chennai,8.4,0.878,Normal,14,54
E15414,Z01-090,Z01,North Chennai,2.8,0.377,Normal,7,52
E15415,Z04-089,Z04,Velachery,13.9,1.696,Warning,19,42
E15416,Z04-001,Z04,Velachery,3.4,0.486,Normal,12,4
E15417,Z03-070,Z03,Adyar,18.2,1.516,Evacuation,2,40
E15418,Z05-005,Z05,South-West Chennai,3.0,0.28,Normal,1,23
E15419,Z04-012,Z04,Velachery,4.0,0.34,Emergency,12,24
E15420,Z02-071,Z02,Central Chennai,17.1,1.297,Evacuation,15,21
E15421,Z01-065,Z01,North Chennai,3.8,0.39,Warning,21,47
E15422,Z05-032,Z05,South-West Chennai,2.0,0.214,Warning,20,43
E15423,Z03-083,Z03,Adyar,3.5,0.414,Normal,9,54
E15424,Z01-089,Z01,North Chennai,8.4,0.855,Evacuation,20,20
E15425,Z04-019,Z04,Velachery,8.1,1.53,Normal,1,49
E15426,Z03-051,Z03,Adyar,8.1,1.278,Evacuation,11,52
E15427,Z02-053,Z02,Central Chennai,6.8,0.85,Normal,2,59
E15428,Z04-011,Z04,Velachery,8.5,1.14,Evacuation,11,57
E15429,Z01-022,Z01,North Chennai,11.9,1.179,Normal,13,39
E15430,Z03-007,Z03,Adyar,2.2,0.298,Warning,8,16
E15431,Z03-075,Z03,Adyar,9.6,1.013,Evacuation,6,49
E15432,Z01-039,Z01,North Chennai,2.4,0.251,Normal,21,0
E15433,Z05-014,Z05,South-West Chennai,8.7,0.976,Warning,15,55
E15434,Z03-019,Z03,Adyar,10.1,1.192,Evacuation,1,52
E15435,Z01-005,Z01,North Chennai,10.8,1.209,Evacuation,6,35
E15436,Z03-041,Z03,Adyar,17.4,2.014,Evacuation,6,45
E15437,Z05-027,Z05,South-West Chennai,7.0,0.695,Evacuation,17,12
E15438,Z01-100,Z01,North Chennai,10.8,1.576,Normal,20,39
E15439,Z04-090,Z04,Velachery,2.5,0.324,Emergency,9,49
E15440,Z05-014,Z05,South-West Chennai,9.3,1.186,Evacuation,9,24
E15441,Z05-003,Z05,South-West Chennai,3.0,0.301,Warning,3,54
E15442,Z05-070,Z05,South-West Chennai,19.1,1.716,Evacuation,8,20
E15443,Z04-032,Z04,Velachery,8.2,0.763,Evacuation,20,41
E15444,Z04-057,Z04,Velachery,8.0,1.117,Warning,6,45
E15445,Z02-024,Z02,Central Chennai,9.2,1.22,Normal,17,35
E15446,Z02-070,Z02,Central Chennai,11.1,0.83,Evacuation,14,5
E15447,Z03-091,Z03,Adyar,12.6,1.626,Warning,21,48
E15448,Z04-083,Z04,Velachery,19.2,1.757,Evacuation,20,16
E15449,Z04-084,Z04,Velachery,2.3,0.34,Evacuation,7,22
E15450,Z04-091,Z04,Velachery,3.0,0.353,Emergency,13,35
E15451,Z03-077,Z03,Adyar,8.1,1.055,Emergency,19,8
E15452,Z02-005,Z02,Central Chennai,7.6,0.819,Emergency,4,2
E15453,Z03-029,Z03,Adyar,20.4,1.876,Evacuation,16,18
E15454,Z03-015,Z03,Adyar,9.4,1.273,Warning,5,49
E15455,Z01-031,Z01,North Chennai,7.6,0.974,Emergency,13,53
E15456,Z02-040,Z02,Central Chennai,8.7,0.856,Evacuation,15,32
E15457,Z01-053,Z01,North Chennai,16.9,2.169,Normal,3,27
E15458,Z01-072,Z01,North Chennai,2.8,0.278,Warning,9,26
E15459,Z04-016,Z04,Velachery,2.3,0.364,Evacuation,1,8
E15460,Z02-031,Z02,Central Chennai,9.1,0.876,Normal,3,44
E15461,Z03-086,Z03,Adyar,8.3,1.158,Warning,2,1
E15462,Z05-027,Z05,South-West Chennai,9.7,0.81,Normal,16,45
E15463,Z03-079,Z03,Adyar,10.9,1.314,Emergency,9,4
E15464,Z02-031,Z02,Central Chennai,9.5,0.944,Emergency,17,40
E15465,Z04-058,Z04,Velachery,21.3,2.196,Warning,22,35
E15466,Z05-008,Z05,South-West Chennai,14.1,1.632,Warning,5,4
E15467,Z03-040,Z03,Adyar,2.3,0.311,Emergency,11,47
E15468,Z01-056,Z01,North Chennai,3.0,0.393,Evacuation,9,14
E15469,Z05-024,Z05,South-West Chennai,12.2,0.976,Warning,15,3
E15470,Z01-027,Z01,North Chennai,9.6,1.163,Emergency,13,30
E15471,Z04-014,Z04,Velachery,13.0,1.616,Warning,3,5
E15472,Z04-039,Z04,Velachery,19.8,2.198,Evacuation,0,49
E15473,Z05-074,Z05,South-West Chennai,2.4,0.304,Evacuation,5,48
E15474,Z01-043,Z01,North Chennai,9.3,1.205,Normal,15,49
E15475,Z05-014,Z05,South-West Chennai,13.5,1.038,Emergency,19,59
E15476,Z01-043,Z01,North Chennai,10.2,1.131,Emergency,2,55
E15477,Z02-037,Z02,Central Chennai,9.4,1.071,Normal,18,41
E15478,Z01-069,Z01,North Chennai,3.0,0.309,Normal,17,3
E15479,Z01-070,Z01,North Chennai,9.7,1.019,Evacuation,8,38
E15480,Z02-056,Z02,Central Chennai,15.1,1.999,Evacuation,4,56
E15481,Z05-068,Z05,South-West Chennai,8.5,0.848,Evacuation,14,1
E15482,Z01-055,Z01,North Chennai,10.6,1.459,Warning,5,34
E15483,Z02-035,Z02,Central Chennai,7.4,0.98,Warning,1,57
E15484,Z02-003,Z02,Central Chennai,3.6,0.349,Warning,3,24
E15485,Z03-007,Z03,Adyar,3.4,0.302,Normal,8,31
E15486,Z01-089,Z01,North Chennai,5.9,0.784,Evacuation,11,6
